embalaje,largo,ancho,alto,peso,procedencia,temperatura,manipulacion,protocolo
A,47.552265290117575,21.16192852096904,69.76025725954912,29.978949679469338,D,ambiente,normal,protocolo_2
B,55.72130323414775,17.646046497948063,59.213470794467156,25.6820043455449,B,ambiente,normal,protocolo_2
A,54.903563751541455,58.702933046779904,20.815234121157154,20.476499638196476,A,ambiente,normal,protocolo_2
A,58.710849586128944,17.22345377929824,24.567020611147882,19.33050708587887,D,ambiente,fragil,protocolo_1
C,48.123496581199404,33.219741069018816,33.33851396246156,27.329237039825063,C,ambiente,normal,protocolo_2
B,41.426109172959805,38.78765145933535,17.144736957738232,35.25252974758905,A,ambiente,fragil,protocolo_1
B,50.998132533374175,36.84513313949631,54.49887707375749,29.871145612335237,D,ambiente,normal,protocolo_2
B,74.52498392355413,51.50169524272083,31.801158758057763,37.41409269616257,A,ambiente,fragil,protocolo_1
B,51.413747449077455,56.30098205722983,41.635119628469376,22.53574160184915,C,ambiente,normal,protocolo_2
A,58.00966550827364,25.62083906298662,39.64391790361043,26.183251601300853,C,ambiente,normal,protocolo_2
A,38.29394358795638,41.41793786134613,40.69901109703751,29.2938523084238,A,refrigerado,fragil,protocolo_1
A,46.59547739143526,47.51418500853886,59.58901929592745,18.667635089306792,D,ambiente,normal,protocolo_2
C,39.57750754239102,58.367349312630296,40.0689466329414,28.523849705221938,B,ambiente,normal,protocolo_2
C,38.9305410103396,47.08087188910569,46.38275357903169,28.25873486241197,D,refrigerado,fragil,protocolo_1
A,51.99486355882135,41.800614128295976,65.68124959007808,23.443478099112365,A,ambiente,normal,protocolo_2
C,66.35040960038106,45.602781991629875,39.80957685186536,24.834360564344628,D,ambiente,normal,protocolo_2
C,39.26788161128319,49.34800735160189,50.587538721608325,25.153831496017627,C,ambiente,normal,protocolo_2
B,50.248167654453006,64.15956226832603,56.75990027811858,26.505069761616337,C,ambiente,fragil,protocolo_1
C,50.34964535690965,71.46453646921039,53.46214984673069,16.13476778591359,A,ambiente,normal,protocolo_2
A,45.30852504040465,31.436962270790783,64.95187993538856,27.518957326951856,D,ambiente,normal,protocolo_2
B,45.364847164140684,46.40819392551867,70.51651710216008,36.13330398322136,B,ambiente,normal,protocolo_2
B,50.40377760093703,46.25502400413919,58.876442450312595,24.733455825721858,A,ambiente,fragil,protocolo_1
B,23.330956836361036,49.33658944360872,72.08810505635438,23.06040161170305,A,ambiente,normal,protocolo_2
B,31.068712802344667,44.955059375908924,33.27322333819606,29.37502367449196,B,ambiente,normal,protocolo_2
A,76.49085900780628,71.96805567670418,20.275242267046682,35.092372298178645,D,refrigerado,fragil,protocolo_1
C,48.182090339432825,61.899026754956665,62.238882960973235,22.170101804039486,C,ambiente,normal,protocolo_2
C,36.02033179084768,71.6393450047178,63.05698255805354,31.235085744588282,B,ambiente,normal,protocolo_2
B,32.43507919571073,39.18598139536287,53.11435233746719,22.60362831574802,C,ambiente,normal,protocolo_2
B,66.81428877187855,66.04406261706015,38.11767958400506,20.010416880613107,A,ambiente,normal,protocolo_2
A,37.00644224303962,37.28617332989786,47.19147752826505,21.90482217085298,B,ambiente,normal,protocolo_2
B,30.87031530762918,60.78709441470093,58.45716734504009,30.12616788743519,A,ambiente,normal,protocolo_2
B,57.328830029745575,43.9634263929517,60.794991893894924,26.14679802127155,D,ambiente,normal,protocolo_2
B,25.67401349756776,26.626105977440094,34.10492148125381,35.40077966859151,A,ambiente,normal,protocolo_2
C,64.4678348083548,54.049844182338525,65.36618509482595,22.380694582702052,D,ambiente,normal,protocolo_2
C,57.14556292485889,49.13327112541384,66.00860165419245,23.925320652710774,D,ambiente,normal,protocolo_2
C,34.020097357544294,61.2237081199353,46.759296868499995,23.477479212590847,C,ambiente,fragil,protocolo_1
A,42.831214909876145,61.70778260362697,55.82193607040153,25.970816156378344,A,ambiente,normal,protocolo_2
B,67.7735609750598,48.0277739656947,47.12510980169636,16.982594683099357,C,ambiente,normal,protocolo_2
A,49.164259571365434,54.5822303632002,66.55537227767822,22.283833076093295,B,ambiente,normal,protocolo_2
A,50.335713285943626,62.82118062440949,43.245961763342486,24.588019066399166,A,ambiente,normal,protocolo_2
C,30.850893777693848,37.030642191487736,74.30316173597032,22.35942602358117,A,ambiente,normal,protocolo_2
B,56.75528248121861,43.1821162868953,77.46154973046016,28.366656895682404,A,ambiente,normal,protocolo_2
C,39.6366404466095,68.36264848139827,63.09470684586415,27.25505399463395,C,ambiente,normal,protocolo_2
C,50.750539139704024,54.09441535447429,40.48369651368762,23.996211840342877,D,ambiente,normal,protocolo_2
B,57.80267720209815,63.00551926217062,62.75067487438608,30.43227070238607,D,ambiente,normal,protocolo_2
A,44.31203893962804,67.81691391646287,36.84507278616595,15.467685371673184,A,ambiente,normal,protocolo_2
C,22.923933524882496,54.553543727760015,41.39055196799846,27.513799956694648,B,ambiente,normal,protocolo_2
C,58.42171523495697,52.10404083983712,43.14594355899272,23.095050837893297,D,ambiente,normal,protocolo_2
C,50.74291935335777,51.78810982999873,44.7303140452352,24.98686284679818,B,ambiente,normal,protocolo_2
B,36.71444698948605,34.00408326645124,47.07341858005303,17.01330402443574,A,ambiente,normal,protocolo_2
C,24.50064497295448,43.80439532305617,54.1851956745985,17.115234547876028,D,ambiente,normal,protocolo_2
C,59.51935408648245,79.2473159444676,36.52942106026063,22.39916969230007,B,ambiente,normal,protocolo_2
C,45.63600873782073,16.09058309374221,41.47967246316574,26.28094043379347,B,ambiente,normal,protocolo_2
C,37.67418223053603,41.72722839875939,57.592722528073686,34.45326106922492,C,ambiente,normal,protocolo_2
A,39.777838987504865,28.843359707750704,60.72101331322107,22.038617638532866,B,ambiente,normal,protocolo_2
C,51.88058742787735,21.105431129857223,57.785809333728764,22.564860376181073,D,ambiente,normal,protocolo_2
B,50.203670926051174,51.498394194449645,59.5174595788963,26.0309316338197,B,ambiente,normal,protocolo_2
A,41.780905474520566,48.55764522495883,43.04903513569633,31.758951006498243,A,ambiente,normal,protocolo_2
B,28.072053477636786,49.144167407743446,40.97470998472647,27.407530126855686,A,ambiente,normal,protocolo_2
A,39.990009139462046,47.71406097348541,28.604468635095348,24.409865903446743,C,ambiente,normal,protocolo_2
B,50.76065689755696,56.79787160258641,35.07494273924004,30.72860051975133,A,ambiente,fragil,protocolo_1
C,51.693388451734634,26.02195092131122,38.9199157440637,29.966337983726802,B,ambiente,normal,protocolo_2
B,43.180173443039436,60.32452857193844,35.65189979255185,27.194958412133786,D,ambiente,normal,protocolo_2
A,51.3486750945925,57.58025546257331,43.668758899925834,29.49516871389536,C,ambiente,normal,protocolo_2
A,70.81371293589531,72.8983273374039,38.85627200055799,23.699425167431745,A,refrigerado,fragil,protocolo_1
A,48.52759117850743,29.434302798888083,53.064592344654585,19.38336939721369,C,ambiente,normal,protocolo_2
B,60.13016004043308,42.64259495314855,56.14506142987883,24.469496638516368,D,ambiente,normal,protocolo_2
C,57.40235850163311,62.090722057366726,56.051825174079035,23.582086182485618,C,ambiente,normal,protocolo_2
A,35.703976546580805,40.5172395709092,17.90205892868466,20.325597779109824,B,ambiente,normal,protocolo_2
B,81.04132024189616,59.20240940588832,74.34992828730961,28.818869888029027,A,ambiente,normal,protocolo_2
A,45.34676834472518,38.15941130412253,56.744696612632836,22.60344622919753,A,ambiente,normal,protocolo_2
A,61.64439673476664,77.1310231512164,48.933702683577785,32.050795716601556,C,refrigerado,fragil,protocolo_1
A,33.53917274911727,48.688559079900884,59.94650932356211,31.329327568130388,A,ambiente,normal,protocolo_2
C,15.552891706372357,55.84841235916879,39.96157136876015,23.856954311979575,A,ambiente,normal,protocolo_2
C,45.65927531685344,42.05669324306427,65.89309231251916,12.01629080452383,C,ambiente,normal,protocolo_2
A,58.19217118326037,72.38934239522045,26.571956870907847,24.661695342180742,C,ambiente,normal,protocolo_2
B,58.032047450051316,56.57118962479585,52.61030459094559,25.875412552174936,A,ambiente,normal,protocolo_2
B,43.93822341843166,47.99648841489087,36.6353410743926,21.840780924676775,A,ambiente,normal,protocolo_2
C,61.08078966417783,45.78403154060743,44.21864993455435,26.9050599911579,A,refrigerado,fragil,protocolo_1
A,42.74239894605083,54.773924146111824,38.203437718594714,33.868279295598725,C,refrigerado,fragil,protocolo_1
B,64.15837444216976,67.8766452617599,42.158657993543734,31.63631540559923,A,ambiente,fragil,protocolo_1
B,38.13476212093529,49.88226390541142,49.55480475589694,19.407070527228676,B,refrigerado,fragil,protocolo_1
C,38.719914168392634,53.646643743782576,48.723339666168044,22.43068819790335,D,ambiente,fragil,protocolo_1
A,55.846277816781644,66.03183124758363,68.58367260835962,23.307301085921196,A,ambiente,normal,protocolo_2
B,37.341584375556124,70.40604399972659,57.457106637507174,32.49315676500398,A,ambiente,normal,protocolo_2
A,46.840926371955895,43.58884681820704,33.43262426082781,24.414194525289297,B,ambiente,normal,protocolo_2
B,69.46103492657932,44.210955142163485,50.89531831950802,18.958922419034938,C,ambiente,fragil,protocolo_1
A,29.000988515663405,39.55267575903801,58.340432318984234,28.234812826655137,B,refrigerado,fragil,protocolo_1
C,55.77380282329957,47.23056969648307,42.54351253400438,13.191902384433314,D,ambiente,normal,protocolo_2
B,75.03823433139678,57.02477509829856,17.94006902140439,27.524334885083846,A,ambiente,normal,protocolo_2
A,50.086778558558635,51.34697806890618,41.30256587236018,25.445183987454566,A,ambiente,normal,protocolo_2
B,75.99966072524515,51.008523284151025,26.411181962493913,38.35533905137104,C,refrigerado,fragil,protocolo_1
B,46.99435373374567,43.651897328402036,41.52238690803605,19.79218593544606,C,refrigerado,fragil,protocolo_1
B,17.748449406609417,60.449563775992104,44.899900879070685,33.28919416658695,B,refrigerado,fragil,protocolo_1
B,62.67851798844139,53.3192171714894,54.511353730981426,26.28367420053801,B,ambiente,fragil,protocolo_1
B,49.10879168187127,57.316140602898926,24.864972090993916,24.368665776321556,D,refrigerado,fragil,protocolo_1
B,51.31486548963373,70.3114117942918,40.69500799420343,26.173969086962792,D,ambiente,normal,protocolo_2
B,80.8022166998535,78.60911772853754,54.22459378225476,27.285677667720975,D,ambiente,normal,protocolo_2
A,42.130476268753995,75.35861485922297,38.838839270479696,15.82353503265043,C,ambiente,normal,protocolo_2
C,42.87630675221014,54.87333442135683,56.93244281611325,32.62807493552033,C,ambiente,fragil,protocolo_1
A,50.86243127369267,74.45395366759337,54.43686724172251,21.682882948930356,D,ambiente,normal,protocolo_2
A,38.530617993021956,34.060567091364824,29.25846343062021,20.79103928940701,A,ambiente,normal,protocolo_2
C,70.53652086902585,52.24540321996428,40.157116795228234,31.911267375526016,C,ambiente,normal,protocolo_2
C,50.21763829371363,85.774362189681,70.72804347345959,21.291090720577444,D,ambiente,normal,protocolo_2
B,38.083417474739534,49.77600385306627,50.08363165973679,31.230211590299795,B,refrigerado,fragil,protocolo_1
A,46.76847125136803,17.227290498494263,65.06535925250884,16.399699943977986,C,ambiente,normal,protocolo_2
A,43.96698982835405,65.59548648372426,71.7912395749716,31.382629862905794,D,ambiente,normal,protocolo_2
B,58.32839732984694,56.43468282676454,67.68750880663227,26.681658427267376,A,ambiente,fragil,protocolo_1
C,41.41246230826382,52.06519959006774,70.05944041514346,33.01723457158401,D,ambiente,normal,protocolo_2
B,52.84434310304182,33.60110961671249,48.324759510355875,23.416687153287004,C,ambiente,normal,protocolo_2
C,46.8416821431998,40.06806278855926,66.72688600627495,23.694638389272765,C,refrigerado,fragil,protocolo_1
C,70.5940957338648,59.60359098233431,61.72347229069007,30.81211730943841,A,ambiente,normal,protocolo_2
B,36.57941163380882,55.168729286111926,30.539418669694626,14.302380747353055,B,ambiente,normal,protocolo_2
A,39.12807915110272,44.159115098065286,53.0364823444074,33.03028937605595,B,ambiente,normal,protocolo_2
C,62.31587807482586,37.946963643228266,59.24798459425442,23.724296942781493,B,ambiente,normal,protocolo_2
A,20.169975124662248,37.67280208466372,41.95002998074712,24.963954246984233,B,ambiente,normal,protocolo_2
B,49.137977726029426,57.049508096172985,47.37105536651446,21.494506322085133,D,ambiente,normal,protocolo_2
A,70.68995733613923,70.32373755872952,52.473590946815804,31.943609251109628,D,ambiente,normal,protocolo_2
A,55.30027187998581,50.806143512431106,38.95341327803129,22.667870844720614,D,ambiente,normal,protocolo_2
C,52.12338623798812,29.453202479840886,52.21844172167595,21.646250954169513,D,refrigerado,fragil,protocolo_1
B,66.03965031940398,42.97613435680173,44.6145027046872,28.455946394257623,C,refrigerado,fragil,protocolo_1
A,52.08080306211676,38.78372915907072,42.51466312038452,20.40659536581736,D,ambiente,normal,protocolo_2
C,54.86474151418395,39.05908346258754,58.21106087807476,26.165634917189298,C,ambiente,normal,protocolo_2
B,38.501939142331025,51.21252761946561,58.293599619389205,24.911253186694,C,ambiente,normal,protocolo_2
A,85.81905466129804,94.85444005419751,50.39799657488211,29.438144565615982,C,refrigerado,fragil,protocolo_1
A,45.67723855947884,68.8669330500354,72.37831694931029,21.895106173961143,A,refrigerado,fragil,protocolo_1
C,65.18035562220066,55.16907687151263,68.91651025096704,20.728899193800448,D,ambiente,normal,protocolo_2
C,37.421476824441896,55.141868750039315,48.185318179370626,19.136141713761432,C,ambiente,normal,protocolo_2
A,52.48569356829606,75.6254679466755,47.27445781062533,27.572499932026766,A,refrigerado,fragil,protocolo_1
B,47.47303977388472,40.95132529916643,60.66835973021759,21.70597745684563,C,ambiente,normal,protocolo_2
A,19.571834639395185,29.815597547812025,64.27255704864044,28.243437607203642,D,ambiente,fragil,protocolo_1
B,34.65420209742426,44.40791580645442,52.83536913246446,20.155807188847618,D,ambiente,normal,protocolo_2
A,29.59245598505807,42.23775698182634,38.989462175098325,31.21273303394117,C,ambiente,normal,protocolo_2
B,40.66309237108304,54.33893798118323,52.53852333813018,26.434002538425084,A,ambiente,fragil,protocolo_1
B,32.201590723170014,36.151253362152545,46.80429384159385,25.673980140472704,D,ambiente,normal,protocolo_2
B,46.76372519034251,24.060927132293102,75.14218435342401,25.061245549935762,A,ambiente,normal,protocolo_2
C,43.54597066000352,41.41340334019646,52.02992796316485,21.716672359333582,D,refrigerado,fragil,protocolo_1
B,54.85441270895676,50.700211236543744,66.49278153733047,23.416146371720966,C,ambiente,fragil,protocolo_1
B,74.64211955426104,23.907305776015537,52.805913168233495,23.40151296388712,D,ambiente,normal,protocolo_2
A,22.18109523743528,36.590344517504434,70.44694990769209,24.641976796790715,A,ambiente,normal,protocolo_2
A,58.86568805782218,62.70999504677861,30.2564203789084,26.376143181117357,C,ambiente,fragil,protocolo_1
C,39.014741095452905,41.04869853868899,72.0701139733461,24.214273148709655,A,ambiente,normal,protocolo_2
C,58.42244856582467,34.54297223481349,32.313120097206706,29.637182277546692,C,ambiente,normal,protocolo_2
C,70.50446471578817,59.90690721478359,50.47808621889876,23.643963917835542,C,ambiente,fragil,protocolo_1
A,57.77943449708583,35.66906472080343,53.262221009861264,23.259978259850453,C,ambiente,normal,protocolo_2
A,27.694856507547414,29.392199257848926,32.26935770906863,29.27591716172115,B,ambiente,normal,protocolo_2
B,47.25052425882302,60.289656717292075,75.48506653706161,23.57897162993704,D,ambiente,normal,protocolo_2
B,62.30363981951571,66.99247092021282,57.00291420344307,22.10599539180616,D,ambiente,normal,protocolo_2
A,32.40553063541568,74.81093223464163,34.54673864621731,17.610241750458364,B,ambiente,normal,protocolo_2
C,50.48363277820106,63.39022929594277,35.16354350633185,21.578180891088422,A,ambiente,fragil,protocolo_1
A,35.81026211101376,23.47869203011343,45.10220627683696,20.90538711287796,C,ambiente,normal,protocolo_2
C,41.384794841886915,32.085574609560894,43.00099117010413,27.34559546383269,D,refrigerado,fragil,protocolo_1
B,47.454092444318476,53.364145106264,59.649163780541734,24.04035310483834,A,ambiente,normal,protocolo_2
B,46.572380074333786,58.34862903273607,53.55690541576018,25.326684364270637,B,ambiente,normal,protocolo_2
C,41.06175486004146,54.975291653621255,37.39043709531104,29.38750192300399,A,ambiente,normal,protocolo_2
B,46.10076606789293,55.975190888563446,60.546346532127565,23.554316759966436,C,refrigerado,fragil,protocolo_1
A,53.89792788774436,69.75470504833083,36.997854590699006,17.872559097750795,B,ambiente,fragil,protocolo_1
A,22.59470256052029,50.8545769424054,52.05886027835071,18.22285588974362,A,ambiente,normal,protocolo_2
A,59.18613321324034,65.15340100442137,33.71731800442164,20.763756199682415,D,ambiente,normal,protocolo_2
C,83.91682850104537,57.41627120861821,63.24630859753633,34.307602803249154,A,refrigerado,fragil,protocolo_1
B,42.999984615138445,82.47718577996089,54.95884516071804,20.844331369054927,D,ambiente,fragil,protocolo_1
C,64.72045057381061,29.569482084746276,39.43350299609413,23.625059744988004,A,refrigerado,fragil,protocolo_1
B,25.977932292062874,28.557987611604602,19.39141327980358,22.491851234141446,D,ambiente,normal,protocolo_2
C,16.49031443727268,71.08671861133631,41.99401095755466,27.660678488728422,A,refrigerado,fragil,protocolo_1
A,61.79005257229673,33.942335707761046,42.37851878919647,28.501965572088146,B,refrigerado,fragil,protocolo_1
B,60.5273388385897,45.99394967358453,22.821769015880992,22.1615963205942,C,ambiente,fragil,protocolo_1
A,31.566021288441164,66.385078501892,41.59035338018027,20.468732746092556,B,ambiente,normal,protocolo_2
C,20.163882926341945,38.284179299538025,53.14398906501732,29.42794428501908,D,refrigerado,fragil,protocolo_1
A,35.141120507527326,54.68437843571649,56.991770301579045,34.45908493910595,A,ambiente,normal,protocolo_2
B,67.68759892516371,59.03994261891059,63.92875400244318,22.694989088781597,B,ambiente,fragil,protocolo_1
C,37.37632126151357,50.65533403723159,41.719599547132276,21.969423112540323,B,refrigerado,fragil,protocolo_1
A,37.904191501071104,57.581205591437644,45.04048650283502,29.98224956641384,A,ambiente,normal,protocolo_2
B,72.12783171348852,36.188319606439805,73.16520034277265,22.87490658479345,B,ambiente,normal,protocolo_2
A,61.6734155935141,28.989278831431953,28.2266631164973,23.85398684128759,D,ambiente,normal,protocolo_2
C,35.968625817680106,32.826138226318925,50.05002099108428,26.19481166267891,B,ambiente,normal,protocolo_2
A,48.816468801856985,60.56244891989881,54.508104370322144,28.723609109766127,C,ambiente,normal,protocolo_2
B,40.95157542939508,45.2659876432523,35.864034186390796,26.978472057586263,D,ambiente,normal,protocolo_2
A,50.404033443283424,45.851521839017884,80.0878761847062,28.679995147639097,C,ambiente,normal,protocolo_2
A,33.62701914978199,46.25259499380398,51.398404278876775,22.817377399017793,A,ambiente,normal,protocolo_2
B,22.925188400170107,54.989369235206595,37.361300389435755,26.98622583503635,D,refrigerado,fragil,protocolo_1
B,66.42160330498042,61.26432073942598,52.0805749244127,20.92901776764788,B,ambiente,normal,protocolo_2
A,53.72801276494696,46.57571283099423,52.39984241909452,18.728478078490344,D,ambiente,normal,protocolo_2
A,46.985499425642054,39.599802690239855,74.77906586682235,29.51611341583639,D,ambiente,normal,protocolo_2
A,62.802970675890705,45.318974974697966,44.5609833456421,15.64627291191756,B,ambiente,normal,protocolo_2
B,47.71174979707957,56.868326399449984,31.150957336543268,22.16438360659155,A,ambiente,normal,protocolo_2
C,53.43521095869593,77.59753014467266,57.924103505418394,22.441935803086174,A,ambiente,normal,protocolo_2
B,69.5244208043558,43.76928216560479,31.54295762543978,31.398815907858285,B,ambiente,normal,protocolo_2
B,57.070711251563445,49.7536225129455,48.152760135003376,22.663635804116442,D,ambiente,normal,protocolo_2
A,48.513486811579014,49.2042887254788,37.9625595828744,17.46882974913983,C,refrigerado,fragil,protocolo_1
B,33.39709492158889,43.40453012415931,55.589888290256006,28.349901658818503,D,ambiente,fragil,protocolo_1
C,26.16708266852819,43.992495931997944,48.966866692684206,31.94334130341481,D,ambiente,normal,protocolo_2
B,67.04036378851767,37.29635674573938,26.499933467361505,19.4235439171071,D,ambiente,normal,protocolo_2
A,39.0552076448703,53.2458333387386,54.667892291315766,26.012670465787394,B,ambiente,normal,protocolo_2
C,45.44635135605087,50.5249438253149,48.764673928927756,24.743345503012257,B,ambiente,normal,protocolo_2
C,59.733795941023715,60.88260134276655,32.68882169036169,29.952440881622405,A,ambiente,normal,protocolo_2
C,56.481191959035016,51.142735999137,39.80961034474414,27.790809072979336,A,ambiente,normal,protocolo_2
A,50.82209226869535,50.37661551576393,66.2800079905418,21.998864221820476,A,ambiente,normal,protocolo_2
C,46.21503664403361,63.64012804408465,48.737308104541654,25.10478904815553,A,ambiente,normal,protocolo_2
C,61.94082956035764,46.68041090500193,50.25698612325152,18.22392967632009,B,ambiente,fragil,protocolo_1
B,39.291436694303734,61.76604628562828,46.64005282720911,22.68894039752788,D,ambiente,normal,protocolo_2
C,38.478514175479575,37.925936915059545,79.27725389404551,24.13954153354693,C,ambiente,normal,protocolo_2
C,74.66263880386279,37.744792718989785,49.912185338861654,32.687553556500035,C,ambiente,normal,protocolo_2
A,53.88681933578401,57.356684097110175,55.96357393208584,23.127778283875433,D,ambiente,normal,protocolo_2
B,68.34017716520762,45.59699336592471,61.74368825320084,26.798226031699723,A,ambiente,normal,protocolo_2
C,42.938148157273965,41.864846784583065,68.31778250902653,28.338296969985077,A,ambiente,fragil,protocolo_1
A,35.29783215626772,32.69933966543128,58.70680667415883,26.199568276168545,C,ambiente,normal,protocolo_2
B,65.24252703140348,52.39749139380952,47.98173728663598,20.900928961526624,D,ambiente,normal,protocolo_2
A,42.76634326265248,50.35964366953859,6.6873998482861765,27.256142883987078,C,ambiente,fragil,protocolo_1
C,40.96089518968217,52.75031659786479,43.23588873536306,19.70686033811488,A,ambiente,fragil,protocolo_1
A,66.59423804003879,38.24050843999901,54.17693916260366,19.31986637565671,A,ambiente,normal,protocolo_2
B,67.11645795124733,20.06195128514353,54.72538578530706,22.09761884932464,C,ambiente,normal,protocolo_2
C,53.197683901016354,41.088247583496255,70.46670287565158,30.70384712967961,C,ambiente,normal,protocolo_2
B,43.46354706683006,44.84634994554788,65.08470361590156,32.26555614699792,C,ambiente,normal,protocolo_2
C,26.272743381600105,51.48994572499795,32.79113443127608,30.42292859937919,C,refrigerado,fragil,protocolo_1
C,29.439203831319475,45.27180494408019,36.86815302086784,38.32234475803834,D,ambiente,fragil,protocolo_1
B,43.752856650757906,51.5768812860815,21.852508546660918,13.076053422074096,C,ambiente,normal,protocolo_2
A,33.37731176059097,64.9766766073495,64.74704472002641,30.396872984836648,C,ambiente,normal,protocolo_2
A,34.62593561063209,38.148882877103084,37.87720527504298,33.09572924911687,D,refrigerado,fragil,protocolo_1
B,67.44779326196064,28.16554417312568,55.454230368077134,22.99925183740706,C,ambiente,normal,protocolo_2
C,35.038784720700264,29.64766943228177,31.826871248603275,21.94506753755177,D,ambiente,normal,protocolo_2
B,45.734813095027825,48.71279543728204,53.830705192194046,28.827176419992803,D,ambiente,normal,protocolo_2
A,45.54533808480973,32.73899756261933,38.35958779150992,35.03524610236015,C,ambiente,normal,protocolo_2
A,37.02436128602261,54.12814929196644,38.513459601738425,22.238232571819918,C,ambiente,normal,protocolo_2
A,50.84017005570784,42.359830929972325,61.53136949530941,33.25691020548248,C,ambiente,normal,protocolo_2
C,56.76619283162207,37.492768206293476,38.321679380184435,21.678204357667006,D,ambiente,normal,protocolo_2
C,52.36523770563159,45.81869717310566,56.9149313482428,25.901183985127123,B,ambiente,normal,protocolo_2
C,52.35320202578963,35.61571437572172,41.432837167456576,19.250926098781463,C,ambiente,fragil,protocolo_1
A,40.408223465037885,63.31099172209774,64.9833342331751,24.36222372733586,D,ambiente,normal,protocolo_2
B,52.25950987605467,65.55189081677744,31.013915932009965,25.00793795332457,B,ambiente,fragil,protocolo_1
A,58.02765268140728,53.862573884207805,26.82201251178822,27.090702892645183,B,ambiente,normal,protocolo_2
A,53.51689887424288,39.27739795123197,38.071739657360304,17.933941379695973,C,ambiente,normal,protocolo_2
C,71.06333719452324,35.08607671801755,52.73080995654372,24.64935106294146,C,ambiente,normal,protocolo_2
C,33.09480177995508,29.26168917180117,39.19564398274081,22.013923419199926,B,ambiente,normal,protocolo_2
B,26.1907170225746,33.35907016310097,85.34883573168484,28.815183712811763,B,ambiente,normal,protocolo_2
B,50.33260147399601,52.04488139731091,56.44608155143156,19.711939839930217,B,ambiente,normal,protocolo_2
A,45.222015199725924,60.449497524870964,51.27015520090117,30.49046003553064,C,refrigerado,fragil,protocolo_1
B,66.4747320950702,59.90787620939482,66.02184150695663,26.771160970407575,C,ambiente,normal,protocolo_2
C,59.05365276284557,35.29294455960969,44.504023883382956,24.3922300031781,C,refrigerado,fragil,protocolo_1
B,48.50655371708481,32.95649664088384,76.13419713873542,15.244235727877331,A,ambiente,fragil,protocolo_1
B,31.31577633059251,66.40480115643874,54.58008469036145,21.329264855486432,D,ambiente,fragil,protocolo_1
C,48.00399917128579,56.31776975659181,33.27185923343792,29.570739761930728,B,ambiente,normal,protocolo_2
C,51.65955471742591,35.976304140295824,48.082474339347854,24.26229607575634,C,ambiente,normal,protocolo_2
A,48.599470913141495,97.1904657663012,55.59022441161319,22.809569456476176,B,ambiente,normal,protocolo_2
A,58.625683339388885,40.27719100060802,51.831049753423756,31.970530168826023,C,ambiente,normal,protocolo_2
B,35.6532235996498,56.6175482927052,41.25787133012134,24.266951020091156,C,ambiente,normal,protocolo_2
C,61.53898938226202,35.76842335073364,68.90747594733142,24.837272816522628,D,refrigerado,fragil,protocolo_1
A,68.39472435736758,24.101771501966457,44.326308459875406,15.465558260702508,C,ambiente,normal,protocolo_2
A,48.97427266901299,53.61940590904981,51.67181346642154,28.43071391016062,A,refrigerado,fragil,protocolo_1
C,68.65301084970798,38.94689817758855,43.31943311597579,22.12024076597949,B,ambiente,normal,protocolo_2
C,34.77158206820389,51.48288506316783,27.734538608106458,16.88649341785427,B,ambiente,fragil,protocolo_1
C,42.42701755418305,26.7624058304506,53.410736355039916,27.085265097513663,D,ambiente,fragil,protocolo_1
C,54.6902140081869,57.42163232580068,22.54443399122352,17.71916958984427,A,ambiente,normal,protocolo_2
C,44.941816958111474,64.85632109591226,47.64731368146106,22.32313284388103,A,ambiente,normal,protocolo_2
A,33.50479755890221,26.856285048465633,40.27491900017449,21.904592586013536,C,ambiente,normal,protocolo_2
C,41.6099891599433,71.63830098968536,61.50157320672218,20.482377635634904,B,ambiente,fragil,protocolo_1
A,30.860229860148536,56.50327568981637,73.56482620529805,19.689145767196916,A,ambiente,fragil,protocolo_1
C,55.51684797908514,25.19878328476884,59.34345893758931,28.80705594765648,D,ambiente,normal,protocolo_2
B,35.23822005734259,44.50452069106178,78.73621560079383,20.537604489379497,B,ambiente,fragil,protocolo_1
C,15.274654216380156,63.69429037238326,32.87467443519175,17.671979465389903,C,ambiente,normal,protocolo_2
A,50.16034188819369,39.85780519952647,75.6175523324838,21.755184371467998,A,ambiente,fragil,protocolo_1
C,48.87400614099342,71.09183104344203,52.47883426898806,29.981725042007643,B,refrigerado,fragil,protocolo_1
B,55.03668441556847,77.75149138624178,60.32472719208752,23.39828481741333,C,refrigerado,fragil,protocolo_1
B,54.19621716889224,69.85474373246339,46.21828316706098,25.24909818692185,B,ambiente,normal,protocolo_2
A,32.61955072185384,67.83532512760301,56.24329325358419,23.28666424829592,D,ambiente,normal,protocolo_2
A,64.35348447164557,46.71899049785112,39.710090926959595,22.610426332307874,A,ambiente,normal,protocolo_2
C,50.64107950444922,29.024324964262853,55.183139088228764,27.234456882048313,B,ambiente,normal,protocolo_2
C,42.40314964677238,57.579984901943725,35.73946967418949,29.30219742462168,D,ambiente,normal,protocolo_2
B,83.83614032546168,42.10135379347532,37.521558204628846,27.146972061074663,D,refrigerado,fragil,protocolo_1
C,28.37076834224604,23.497018249937806,27.928348166400216,26.02185098960436,C,ambiente,normal,protocolo_2
B,54.28410698331951,22.130406226698586,28.201825437051568,18.214396560291984,C,ambiente,fragil,protocolo_1
B,49.13675275120941,49.33556432218771,55.26405088464319,26.863270972033554,A,refrigerado,fragil,protocolo_1
